id,old_name,new_name,success,message
12828205,Samsung Galaxy S4 Screen Assembly without Frame White,Screen Assembly for Samsung Galaxy S4 no Frame White,True,Item was updated successfully
12828039,Samsung Galaxy S4 Screen Glass Lens Black,Screen for Samsung Galaxy S4 Glass Lens Black,True,Item was updated successfully
12827639,Samsung Galaxy S4 Screen Glass Lens Blue,Screen for Samsung Galaxy S4 Glass Lens Blue,True,Item was updated successfully
12828045,Samsung Galaxy S4 Screen Glass Lens White,Screen for Samsung Galaxy S4 Glass Lens White,True,Item was updated successfully
12827815,Samsung Galaxy S5 Screen Assembly without Frame Black,Screen Assembly for Samsung Galaxy S5 no Frame Black,True,Item was updated successfully
12827814,Samsung Galaxy S5 Screen Assembly without Frame Blue,Screen Assembly for Samsung Galaxy S5 no Frame Blue,True,Item was updated successfully
12827816,Samsung Galaxy S5 Screen Assembly without Frame White,Screen Assembly for Samsung Galaxy S5 no Frame White,True,Item was updated successfully
12827604,Samsung Galaxy S5 Screen Glass Lens Black,Screen for Samsung Galaxy S5 Glass Lens Black,True,Item was updated successfully
12827621,Samsung Galaxy S5 Screen Glass Lens White,Screen for Samsung Galaxy S5 Glass Lens White,True,Item was updated successfully
12828139,Samsung Galaxy S6 Edge Screen Assembly without Frame White,Screen Assembly for Samsung Galaxy S6 Edge no Frame White,True,Item was updated successfully
12827789,Samsung Galaxy S6 Screen Assembly without Frame Blue,Screen Assembly for Samsung Galaxy S6 no Frame Blue,True,Item was updated successfully
12827785,Samsung Galaxy S6 Screen Assembly without Frame Gold,Screen Assembly for Samsung Galaxy S6 no Frame Gold,True,Item was updated successfully
12827788,Samsung Galaxy S6 Screen Assembly without Frame White,Screen Assembly for Samsung Galaxy S6 no Frame White,True,Item was updated successfully
12827760,Samsung Galaxy S7 Edge Screen Assembly with Frame Black,Screen Assembly for Samsung Galaxy S7 Edge with Frame Black,True,Item was updated successfully
12827763,Samsung Galaxy S7 Edge Screen Assembly with Frame Gold,Screen Assembly for Samsung Galaxy S7 Edge with Frame Gold,True,Item was updated successfully
12828157,Samsung Galaxy S7 Screen Assembly without Frame Black,Screen Assembly for Samsung Galaxy S7 no Frame Black,True,Item was updated successfully
12828152,Samsung Galaxy S7 Screen Assembly without Frame Gold,Screen Assembly for Samsung Galaxy S7 no Frame Gold,True,Item was updated successfully
12827783,Samsung Galaxy S7 Screen Assembly without Frame Silver,Screen Assembly for Samsung Galaxy S7 no Frame Silver,True,Item was updated successfully
12998243,Samsung Galaxy S8 Plus Screen,Screen for Samsung Galaxy S8 Plus,True,Item was updated successfully
12827532,Samsung Galaxy S8 Screen,Screen for Samsung Galaxy S8,True,Item was updated successfully
12999054,Samsung Galaxy S8 Second Hand Screen (Black Dot),Screen for Samsung Galaxy S8 Second Hand ( Dot) Black,True,Item was updated successfully
12998244,Samsung Galaxy S9 Plus Screen,Screen for Samsung Galaxy S9 Plus,True,Item was updated successfully
12998242,Samsung Galaxy S9 Screen,Screen for Samsung Galaxy S9,True,Item was updated successfully
12828173,Samsung Galaxy Tab 3 SM-T310 Screen Assembly,Screen Assembly for Samsung Galaxy Tab 3 SM-T310,True,Item was updated successfully
12999577,Samsung Galaxy Tab A 8.0 (2017) Screen,Screen for Samsung Galaxy Tab A 8.0 (2017),True,Item was updated successfully
12999887,Samsung Galaxy Tab A7 Lcd Screen,LCD Screen for Samsung Galaxy Tab A7,True,Item was updated successfully
12999530,Samsung Galaxy Tab SM-T330 Touch Screen WHITE,Screen for Samsung Galaxy Tab SM-T330 Touch White,True,Item was updated successfully
12827906,Samsung Galaxy Xcover 3 Touch Screen,Screen for Samsung Galaxy Xcover 3 Touch,True,Item was updated successfully
12827905,Samsung Galaxy Xcover 4 Touch Screen,Screen for Samsung Galaxy Xcover 4 Touch,True,Item was updated successfully
12999660,Samsung Galaxy Xcover Pro Screen,Screen for Samsung Galaxy Xcover Pro,True,Item was updated successfully
12998045,Samsung J4 plus Screen ,Screen for Samsung J4 Plus,True,Item was updated successfully
12998241,Samsung J7 Pro Screen,Screen for Samsung J7 Pro,True,Item was updated successfully
12998417,Samsung Phone S10 Screen,Screen for Samsung Phone S10,True,Item was updated successfully
12999509,Samsung S20 FE Org. Cracked Screen for Sell,Screen for Samsung S20 FE Org. Cracked for Sell,False,SKIPPED_NON_SCREEN
12999263,Samsung S21 Ultra LCD Screen,LCD Screen for Samsung S21 Ultra,True,Item was updated successfully
13000254,SAMSUNG S22PUS LCD  SCREEN REPLACMENT,LCD Screen for Samsung S22PUS,True,Item was updated successfully
12828289,Samsung Tab 3 SM-T310 Touch Screen Black,Screen for Samsung Tab 3 SM-T310 Touch Black,True,Item was updated successfully
12828288,Samsung Tab 3 SM-T310 Touch Screen White,Screen for Samsung Tab 3 SM-T310 Touch White,True,Item was updated successfully
12998808,Samsung Tablet SM-T290/T295 screen,Screen for Samsung Tablet SM-T290/T295,True,Item was updated successfully
12999937,"Apple ipad 12.9"" Lcd","LCD Screen for iPad 12.9""",True,Item was updated successfully
12999914,Apple ipad 9th Gen Lcd,LCD Screen for iPad 9th Gen,True,Item was updated successfully
12999791,Apple Ipad Air 3rd Gen A2152 LCD,LCD Screen for iPad Air 3rd Gen A2152,True,Item was updated successfully
12999785,"Apple Ipad Pro 10.5"" A1709 LCD","LCD Screen for iPad Pro 10.5"" A1709",True,Item was updated successfully
12999938,"Apple ipad pro 11"" LCD","LCD Screen for iPad Pro 11""",True,Item was updated successfully
12999927,"Apple ipad pro 9.7"" Lcd","LCD Screen for iPad Pro 9.7""",True,Item was updated successfully
13000008,Apple Macbook A2681 LCD Replacement,LCD Screen for MacBook A2681,True,Item was updated successfully
12999543,Apple MacBook Pro A2159 2018 2019 A1989 A2289 LCD,LCD Screen for MacBook Pro A2159 2018 2019 A1989 A2289,True,Item was updated successfully
13000213,iphone 13 mini lcd,LCD Screen for iPhone 13 mini,True,Item was updated successfully
12828297,iPhone 3G LCD,LCD Screen for iPhone 3G,True,Item was updated successfully
12827966,iPhone 3GS LCD,LCD Screen for iPhone 3GS,True,Item was updated successfully
12827868,Samsung Galaxy Xcover 3 LCD,LCD Screen for Samsung Galaxy Xcover 3,True,Item was updated successfully
12828133,Samsung Galaxy Xcover 4 LCD,LCD Screen for Samsung Galaxy Xcover 4,True,Item was updated successfully
13001189,iPhone 16e Aftermarket OLED Screen,OLED Screen for iPhone 16e,True,Item was updated successfully
12999445,Apple iPad 5 Retina Display 32GB Space Grey Refurb,Screen for iPad 5 Retina 32GB Space Grey Refurb Space Gray,False,SKIPPED_NON_SCREEN
