id,name,company,manufacturer_id,sort
1258149,Surface Pro 5/Surface Pro 2017 Model : 1796,Microsoft Surface,143664,0
1258275,Microsoft Surface Laptop 7,Microsoft Surface laptop 4 ,143668,0
1258248,Surface laptop 4 :1979,Microsoft Surface laptop 4 ,143668,0
1257967,Motorola Moto G7 Power,Motorola,143649,1
1258057,Motorola Moto G8,Motorola,143649,2
1258190,MSI Computer,MSI,143662,0
1258065,MSI Gaming Laptop,MSI,143662,1
1258385,MSI Laptop,MSI,143662,0
1257977,Nokia 3,Nokia,143645,1
1257943,Nokia 6,Nokia,143645,2
1258073,Nokia 7 Plus,Nokia,143645,3
1257964,Nokia 7.1,Nokia,143645,4
1257982,Nokia 7.2,Nokia,143645,5
1258159,Nokia 8 (TA-1004),Nokia,143645,0
1258104,Nokia 8.1,Nokia,143645,6
1258294,Nokia I7,Nokia,143645,0
1258391,Custom PC,OEM,143672,0
1257852,2017 9.7inch (A1822/A1823),OG Protector,114511,1
1251832,Apple iPad Air,OG Protector,114511,2
1251830,Apple iPad Air 2,OG Protector,114511,3
1251831,Apple iPad Air 2017 (5th Gen),OG Protector,114511,4
1257887,Apple iPad Air 2018 (6th Gen),OG Protector,114511,5
1251839,Apple iPad iPad 2,OG Protector,114511,6
1251838,Apple iPad iPad 3,OG Protector,114511,7
1251837,Apple iPad iPad 4,OG Protector,114511,8
1251836,Apple iPad Mini 1,OG Protector,114511,9
1251835,Apple iPad Mini 2,OG Protector,114511,10
1251834,Apple iPad Mini 3,OG Protector,114511,11
1251833,Apple iPad Mini 4,OG Protector,114511,12
1251828,Apple iPad Pro 10.5,OG Protector,114511,13
1251829,Apple iPad Pro 9.7,OG Protector,114511,16
1257903,Ipad 2018,OG Protector,114511,17
1258273,One Plus 6,Oneplus,143641,0
1258107,Oneplus 5,Oneplus,143641,1
1257933,Oneplus 6T,Oneplus,143641,2
1258412,A5,Oppo,143653,0
1258280,A53,Oppo,143653,0
1258309,A54 5G,Oppo,143653,0
1258351,A54s,Oppo,143653,0
1258286,A91 5G,Oppo,143653,0
1258307,Find X65 Pro,Oppo,143653,0
1258225,Oppo  A53 LCD Replacement,Oppo,143653,0
1258372,Oppo A18,Oppo,143653,0
1258039,Oppo A5,Oppo,143653,1
1258390,OPPO A52,Oppo,143653,0
1258231,Oppo A77 5G,Oppo,143653,0
1258203,Oppo A94 5G,Oppo,143653,0
1258386,Oppo A98 5G,Oppo,143653,0
1258040,Oppo AX5,Oppo,143653,2
1258209,OPPO Find X3 Lite,Oppo,143653,0
1258368,OPPO Find X5 Lite,Oppo,143653,0
1258308,Oppo Find X5 Pro,Oppo,143653,0
1258384,Oppo Find X6 Pro,Oppo,143653,0
1258375,Oppo Find X8 Pro,Oppo,143653,0
1258172,Oppo Phone A52,Oppo,143653,0
1258171,Oppo Phone A54 5G,Oppo,143653,0
1258128,Oppo Phone A7/AX7,Oppo,143653,3
1258114,Oppo Phone A9 2019,Oppo,143653,4
1258097,Oppo Phone A9 2020,Oppo,143653,5
1258115,Oppo Phone A91,Oppo,143653,6
1258137,Oppo Phone R11s,Oppo,143653,7
1257980,Oppo R15 Pro,Oppo,143653,8
1258428,OPPO Reno 10 Pro,Oppo,143653,0
1258271,OPPO Reno 7 5G,Oppo,143653,0
1258174,Phone Find X5 Pro,Oppo,143653,0
1258330,x3lite,Oppo,143653,0
1258435,a32,Other,114517,0
1257858,AMP Cube Street,Other,114517,1
1257893,Apple CPU,Other,114517,2
1257847,Apple Ipod 5,Other,114517,3
1257883,Asus Laptop,Other,114517,4
1258249,Computer,Other,114517,0
1258214,GAmers pc,Other,114517,0
1258208,Garmin,Other,114517,0
1258247,Harddrive,Other,114517,0
1258354,Hardrive,Other,114517,0
1257864,ideapad,Other,114517,5
1257886,IMAC,Other,114517,6
1258364,Kandle,Other,114517,0
1258365,Kindle,Other,114517,0
1258283,Lenovo,Other,114517,0
1257891,LG G6,Other,114517,7
1257904,Meizu,Other,114517,8
1258223,Microsoft Surface Go 3,Other,114517,0
1257862,millig x,Other,114517,9
1257849,Mis laptop,Other,114517,10
1257944,Nokia 6,Other,114517,11
1257874,Oneplus 3,Other,114517,12
1257898,OPPO  Phone R15 Pro,Other,114517,13
1258324,P.C.B motherboard,Other,114517,0
1257861,Phab 2 Pro,Other,114517,14
1257934,Sony Xperia XZ,Other,114517,15
1257856,sony z5,Other,114517,16
1258387,The Warehouse Tablet E0108,Other,114517,0
1258253,vivo S16 Screen,Other,114517,0
1257910,Windows Surface  RT,Other,114517,17
1257941,Xiaomi Pocophone F1,Other,114517,18
1258465,__deleted__,Samsung,114512,0
1258443,__probe_should_409_or_fail__,Samsung,114512,0
1258410,a35,Samsung,114512,0
1258327,phone,Samsung,114512,0
1258318,S9 Tablet,Samsung,114512,0
1258103,Samsung  Chromebook,Samsung,114512,2
1257936,Samsung A20,Samsung,114512,4
1250923,Samsung A3 2016,Samsung,114512,6
1250924,Samsung A3 2017,Samsung,114512,7
1258363,Samsung A320,Samsung,114512,0
1258411,Samsung A35,Samsung,114512,0
1257968,Samsung A40 SM-A405FN/DS,Samsung,114512,8
1250925,Samsung A5 500,Samsung,114512,9
1250926,Samsung A5 510,Samsung,114512,10
1250928,Samsung A5 520,Samsung,114512,11
1250930,Samsung A7 A700,Samsung,114512,12
